title,authors,gutenberg_id,sitelinks,missing_language,language_marc,speakers_millions,opportunity_score
A Journey to the Centre of the Earth,Jules Verne,18857,64,Quechua,que,8.9,4.521
Treasure Island,Robert Louis Stevenson,120,85,Armenian,arm,6.7,4.52
The Call of the Wild,Jack London,215,53,Czech,ces,10.7,4.501
Book of Mormon,Joseph Smith; Mormon,17,126,Tswana,tsn,4.5,4.5
Book of Mormon,Joseph Smith; Mormon,17,126,Guarani,grn,4.5,4.5
United States Bill of Rights,,2,63,Bulgarian,bul,9.0,4.5
Critique of Pure Reason,Immanuel Kant,4280,59,Haitian Creole,hat,9.6,4.495
Leviathan,Thomas Hobbes,3207,59,Haitian Creole,hat,9.6,4.495
The Picture of Dorian Gray,Oscar Wilde,4078,82,Kashmiri,kas,6.9,4.49
Great Expectations,Charles Dickens,1400,69,Xhosa,xho,8.2,4.49
The Jungle Book,,236,69,Xhosa,xho,8.2,4.49
The Merchant of Venice,William Shakespeare,2243,68,Shona,sna,8.3,4.479
David Copperfield,Charles Dickens,766,68,Shona,sna,8.3,4.479
The Great Gatsby,F. Scott Fitzgerald,64317,84,Armenian,arm,6.7,4.467
A Christmas Carol,Charles Dickens,46,75,Tigrinya,tir,7.5,4.464
Dracula,Bram Stoker,345,75,Tigrinya,tir,7.5,4.464
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Kirundi,run,10.8,4.457
The Last of the Mohicans,James Fenimore Cooper,940,52,Kirundi,run,10.8,4.457
Little Women,Louisa May Alcott,514,52,Kirundi,run,10.8,4.457
A Study in Scarlet,Arthur Conan Doyle,244,61,Swedish,swe,9.2,4.454
Through the Looking-Glass,Lewis Carroll,12,61,Swedish,swe,9.2,4.454
Treasure Island,Robert Louis Stevenson,120,85,Gikuyu,kik,6.6,4.452
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Quechua,que,8.9,4.45
United States Bill of Rights,,2,63,Quechua,que,8.9,4.45
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Hebrew,heb,9.3,4.429
The Merchant of Venice,William Shakespeare,2243,68,Xhosa,xho,8.2,4.425
David Copperfield,Charles Dickens,766,68,Xhosa,xho,8.2,4.425
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Czech,ces,10.7,4.416
The Last of the Mohicans,James Fenimore Cooper,940,52,Czech,ces,10.7,4.416
Little Women,Louisa May Alcott,514,52,Czech,ces,10.7,4.416
Oliver Twist,Charles Dickens,56586,83,Armenian,arm,6.7,4.413
Ulysses,James Joyce,4300,83,Armenian,arm,6.7,4.413
The Great Gatsby,F. Scott Fitzgerald,64317,84,Gikuyu,kik,6.6,4.4
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Swedish,swe,9.2,4.381
The Call of the Wild,Jack London,215,53,Uyghur,uig,10.4,4.375
A Study in Scarlet,Arthur Conan Doyle,244,61,Bulgarian,bul,9.0,4.357
Through the Looking-Glass,Lewis Carroll,12,61,Bulgarian,bul,9.0,4.357
Critique of Pure Reason,Immanuel Kant,4280,59,Hebrew,heb,9.3,4.355
Oliver Twist,Charles Dickens,56586,83,Gikuyu,kik,6.6,4.348
Ulysses,James Joyce,4300,83,Gikuyu,kik,6.6,4.348
The Call of the Wild,Jack London,215,53,Afrikaans,afr,10.3,4.333
A Study in Scarlet,Arthur Conan Doyle,244,61,Quechua,que,8.9,4.309
Through the Looking-Glass,Lewis Carroll,12,61,Quechua,que,8.9,4.309
Critique of Pure Reason,Immanuel Kant,4280,59,Swedish,swe,9.2,4.308
Leviathan,Thomas Hobbes,3207,59,Swedish,swe,9.2,4.308
Book of Mormon,Joseph Smith; Mormon,17,126,Nynorsk,nno,4.3,4.3
The Picture of Dorian Gray,Oscar Wilde,4078,82,Gikuyu,kik,6.6,4.295
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Uyghur,uig,10.4,4.292
The Last of the Mohicans,James Fenimore Cooper,940,52,Uyghur,uig,10.4,4.292
Little Women,Louisa May Alcott,514,52,Uyghur,uig,10.4,4.292
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Bulgarian,bul,9.0,4.286
A Tale of Two Cities,Charles Dickens,98,65,Shona,sna,8.3,4.282
Sense and Sensibility,Jane Austen,161,56,Haitian Creole,hat,9.6,4.267
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Afrikaans,afr,10.3,4.251
The Last of the Mohicans,James Fenimore Cooper,940,52,Afrikaans,afr,10.3,4.251
Little Women,Louisa May Alcott,514,52,Afrikaans,afr,10.3,4.251
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Quechua,que,8.9,4.238
A Tale of Two Cities,Charles Dickens,98,65,Xhosa,xho,8.2,4.23
The Adventures of Tom Sawyer,Mark Twain,74,76,Croatian,hrv,7.0,4.222
A Journey to the Centre of the Earth,Jules Verne,18857,64,Shona,sna,8.3,4.216
Critique of Pure Reason,Immanuel Kant,4280,59,Bulgarian,bul,9.0,4.214
Leviathan,Thomas Hobbes,3207,59,Bulgarian,bul,9.0,4.214
Book of Mormon,Joseph Smith; Mormon,17,126,Bambara,bam,4.2,4.2
A Christmas Carol,Charles Dickens,46,75,Croatian,hrv,7.0,4.167
Dracula,Bram Stoker,345,75,Croatian,hrv,7.0,4.167
Critique of Pure Reason,Immanuel Kant,4280,59,Quechua,que,8.9,4.167
Leviathan,Thomas Hobbes,3207,59,Quechua,que,8.9,4.167
A Journey to the Centre of the Earth,Jules Verne,18857,64,Xhosa,xho,8.2,4.165
The Adventures of Tom Sawyer,Mark Twain,74,76,Kashmiri,kas,6.9,4.162
Great Expectations,Charles Dickens,1400,69,Belarusian,bel,7.6,4.162
The Jungle Book,,236,69,Belarusian,bel,7.6,4.162
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Shona,sna,8.3,4.15
United States Bill of Rights,,2,63,Shona,sna,8.3,4.15
The Great Gatsby,F. Scott Fitzgerald,64317,84,Albanian,alb,6.2,4.133
A Christmas Carol,Charles Dickens,46,75,Kashmiri,kas,6.9,4.107
Dracula,Bram Stoker,345,75,Kashmiri,kas,6.9,4.107
Great Expectations,Charles Dickens,1400,69,Tigrinya,tir,7.5,4.107
The Jungle Book,,236,69,Tigrinya,tir,7.5,4.107
The Merchant of Venice,William Shakespeare,2243,68,Belarusian,bel,7.6,4.102
David Copperfield,Charles Dickens,766,68,Belarusian,bel,7.6,4.102
Book of Mormon,Joseph Smith; Mormon,17,126,Luganda,lug,4.1,4.1
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Xhosa,xho,8.2,4.1
United States Bill of Rights,,2,63,Xhosa,xho,8.2,4.1
Sense and Sensibility,Jane Austen,161,56,Swedish,swe,9.2,4.089
Pride and Prejudice,Jane Austen,1342,99,Lao,lao,5.2,4.086
Pride and Prejudice,Jane Austen,1342,99,Norwegian,nor,5.2,4.086
Pride and Prejudice,Jane Austen,1342,99,Mongolian,mon,5.2,4.086
Pride and Prejudice,Jane Austen,1342,99,Tatar,tat,5.2,4.086
Oliver Twist,Charles Dickens,56586,83,Albanian,alb,6.2,4.084
Ulysses,James Joyce,4300,83,Albanian,alb,6.2,4.084
Treasure Island,Robert Louis Stevenson,120,85,Slovak,slk,6.0,4.048
Treasure Island,Robert Louis Stevenson,120,85,Sesotho,sot,6.0,4.048
The Merchant of Venice,William Shakespeare,2243,68,Tigrinya,tir,7.5,4.048
David Copperfield,Charles Dickens,766,68,Tigrinya,tir,7.5,4.048
Robinson Crusoe,Daniel Defoe,12623,98,Lao,lao,5.2,4.044
Robinson Crusoe,Daniel Defoe,12623,98,Norwegian,nor,5.2,4.044
Robinson Crusoe,Daniel Defoe,12623,98,Mongolian,mon,5.2,4.044
Robinson Crusoe,Daniel Defoe,12623,98,Tatar,tat,5.2,4.044
The Adventures of Tom Sawyer,Mark Twain,74,76,Armenian,arm,6.7,4.041
The Call of the Wild,Jack London,215,53,Haitian Creole,hat,9.6,4.038
The Picture of Dorian Gray,Oscar Wilde,4078,82,Albanian,alb,6.2,4.035
A Study in Scarlet,Arthur Conan Doyle,244,61,Shona,sna,8.3,4.018
Through the Looking-Glass,Lewis Carroll,12,61,Shona,sna,8.3,4.018
Book of Mormon,Joseph Smith; Mormon,17,126,Aymara,aym,4.0,4.0
Book of Mormon,Joseph Smith; Mormon,17,126,Lithuanian,lit,4.0,4.0
Book of Mormon,Joseph Smith; Mormon,17,126,Bokmål,nob,4.0,4.0
The Great Gatsby,F. Scott Fitzgerald,64317,84,Slovak,slk,6.0,4.0
The Great Gatsby,F. Scott Fitzgerald,64317,84,Sesotho,sot,6.0,4.0
Sense and Sensibility,Jane Austen,161,56,Bulgarian,bul,9.0,4.0
Dracula,Bram Stoker,345,75,Armenian,arm,6.7,3.988
The Adventures of Tom Sawyer,Mark Twain,74,76,Gikuyu,kik,6.6,3.981
A Study in Scarlet,Arthur Conan Doyle,244,61,Xhosa,xho,8.2,3.97
Through the Looking-Glass,Lewis Carroll,12,61,Xhosa,xho,8.2,3.97
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Haitian Creole,hat,9.6,3.962
The Last of the Mohicans,James Fenimore Cooper,940,52,Haitian Creole,hat,9.6,3.962
Little Women,Louisa May Alcott,514,52,Haitian Creole,hat,9.6,3.962
Sense and Sensibility,Jane Austen,161,56,Quechua,que,8.9,3.956
Oliver Twist,Charles Dickens,56586,83,Slovak,slk,6.0,3.952
Oliver Twist,Charles Dickens,56586,83,Sesotho,sot,6.0,3.952
Ulysses,James Joyce,4300,83,Slovak,slk,6.0,3.952
Ulysses,James Joyce,4300,83,Sesotho,sot,6.0,3.952
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Shona,sna,8.3,3.952
Pride and Prejudice,Jane Austen,1342,99,Kongo,kon,5.0,3.929
A Christmas Carol,Charles Dickens,46,75,Gikuyu,kik,6.6,3.929
Dracula,Bram Stoker,345,75,Gikuyu,kik,6.6,3.929
A Tale of Two Cities,Charles Dickens,98,65,Belarusian,bel,7.6,3.921
The Picture of Dorian Gray,Oscar Wilde,4078,82,Danish,dan,6.0,3.905
The Picture of Dorian Gray,Oscar Wilde,4078,82,Slovak,slk,6.0,3.905
The Picture of Dorian Gray,Oscar Wilde,4078,82,Sesotho,sot,6.0,3.905
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Xhosa,xho,8.2,3.905
Robinson Crusoe,Daniel Defoe,12623,98,Kongo,kon,5.0,3.889
Critique of Pure Reason,Immanuel Kant,4280,59,Shona,sna,8.3,3.887
Leviathan,Thomas Hobbes,3207,59,Shona,sna,8.3,3.887
A Tale of Two Cities,Charles Dickens,98,65,Tigrinya,tir,7.5,3.869
A Journey to the Centre of the Earth,Jules Verne,18857,64,Belarusian,bel,7.6,3.86
Pride and Prejudice,Jane Austen,1342,99,Catalan,cat,4.9,3.85
Critique of Pure Reason,Immanuel Kant,4280,59,Xhosa,xho,8.2,3.84
Leviathan,Thomas Hobbes,3207,59,Xhosa,xho,8.2,3.84
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Hebrew,heb,9.3,3.838
The Last of the Mohicans,James Fenimore Cooper,940,52,Hebrew,heb,9.3,3.838
Little Women,Louisa May Alcott,514,52,Hebrew,heb,9.3,3.838
Great Expectations,Charles Dickens,1400,69,Croatian,hrv,7.0,3.833
The Jungle Book,,236,69,Croatian,hrv,7.0,3.833
Robinson Crusoe,Daniel Defoe,12623,98,Catalan,cat,4.9,3.811
A Journey to the Centre of the Earth,Jules Verne,18857,64,Tigrinya,tir,7.5,3.81
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Belarusian,bel,7.6,3.8
United States Bill of Rights,,2,63,Belarusian,bel,7.6,3.8
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Swedish,swe,9.2,3.797
The Last of the Mohicans,James Fenimore Cooper,940,52,Swedish,swe,9.2,3.797
Little Women,Louisa May Alcott,514,52,Swedish,swe,9.2,3.797
The Call of the Wild,Jack London,215,53,Bulgarian,bul,9.0,3.786
Great Expectations,Charles Dickens,1400,69,Kashmiri,kas,6.9,3.779
The Jungle Book,,236,69,Kashmiri,kas,6.9,3.779
David Copperfield,Charles Dickens,766,68,Croatian,hrv,7.0,3.778
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Tigrinya,tir,7.5,3.75
United States Bill of Rights,,2,63,Tigrinya,tir,7.5,3.75
The Call of the Wild,Jack London,215,53,Quechua,que,8.9,3.744
The Adventures of Tom Sawyer,Mark Twain,74,76,Albanian,alb,6.2,3.74
The Merchant of Venice,William Shakespeare,2243,68,Kashmiri,kas,6.9,3.724
David Copperfield,Charles Dickens,766,68,Kashmiri,kas,6.9,3.724
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Bulgarian,bul,9.0,3.714
The Last of the Mohicans,James Fenimore Cooper,940,52,Bulgarian,bul,9.0,3.714
Little Women,Louisa May Alcott,514,52,Bulgarian,bul,9.0,3.714
Book of Mormon,Joseph Smith; Mormon,17,126,Georgian,geo,3.7,3.7
Book of Mormon,Joseph Smith; Mormon,17,126,Wolof,wol,3.7,3.7
A Christmas Carol,Charles Dickens,46,75,Albanian,alb,6.2,3.69
Sense and Sensibility,Jane Austen,161,56,Shona,sna,8.3,3.689
A Study in Scarlet,Arthur Conan Doyle,244,61,Belarusian,bel,7.6,3.679
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Quechua,que,8.9,3.673
The Last of the Mohicans,James Fenimore Cooper,940,52,Quechua,que,8.9,3.673
Little Women,Louisa May Alcott,514,52,Quechua,que,8.9,3.673
Great Expectations,Charles Dickens,1400,69,Armenian,arm,6.7,3.669
The Jungle Book,,236,69,Armenian,arm,6.7,3.669
Sense and Sensibility,Jane Austen,161,56,Xhosa,xho,8.2,3.644
A Study in Scarlet,Arthur Conan Doyle,244,61,Tigrinya,tir,7.5,3.631
Through the Looking-Glass,Lewis Carroll,12,61,Tigrinya,tir,7.5,3.631
The Adventures of Tom Sawyer,Mark Twain,74,76,Danish,dan,6.0,3.619
The Adventures of Tom Sawyer,Mark Twain,74,76,Slovak,slk,6.0,3.619
The Adventures of Tom Sawyer,Mark Twain,74,76,Sesotho,sot,6.0,3.619
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Belarusian,bel,7.6,3.619
David Copperfield,Charles Dickens,766,68,Armenian,arm,6.7,3.616
Pride and Prejudice,Jane Austen,1342,99,Sango,sag,4.6,3.614
Pride and Prejudice,Jane Austen,1342,99,Kyrgyz,kir,4.6,3.614
Great Expectations,Charles Dickens,1400,69,Gikuyu,kik,6.6,3.614
The Jungle Book,,236,69,Gikuyu,kik,6.6,3.614
A Tale of Two Cities,Charles Dickens,98,65,Croatian,hrv,7.0,3.611
The Great Gatsby,F. Scott Fitzgerald,64317,84,Finnish,fin,5.4,3.6
Robinson Crusoe,Daniel Defoe,12623,98,Sango,sag,4.6,3.578
Robinson Crusoe,Daniel Defoe,12623,98,Kyrgyz,kir,4.6,3.578
A Christmas Carol,Charles Dickens,46,75,Danish,dan,6.0,3.571
A Christmas Carol,Charles Dickens,46,75,Slovak,slk,6.0,3.571
A Christmas Carol,Charles Dickens,46,75,Sesotho,sot,6.0,3.571
Dracula,Bram Stoker,345,75,Danish,dan,6.0,3.571
Dracula,Bram Stoker,345,75,Slovak,slk,6.0,3.571
Dracula,Bram Stoker,345,75,Sesotho,sot,6.0,3.571
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Tigrinya,tir,7.5,3.571
The Merchant of Venice,William Shakespeare,2243,68,Gikuyu,kik,6.6,3.562
David Copperfield,Charles Dickens,766,68,Gikuyu,kik,6.6,3.562
A Tale of Two Cities,Charles Dickens,98,65,Kashmiri,kas,6.9,3.56
Critique of Pure Reason,Immanuel Kant,4280,59,Belarusian,bel,7.6,3.559
Leviathan,Thomas Hobbes,3207,59,Belarusian,bel,7.6,3.559
Oliver Twist,Charles Dickens,56586,83,Finnish,fin,5.4,3.557
Ulysses,James Joyce,4300,83,Finnish,fin,5.4,3.557
A Journey to the Centre of the Earth,Jules Verne,18857,64,Croatian,hrv,7.0,3.556
Pride and Prejudice,Jane Austen,1342,99,Tswana,tsn,4.5,3.536
Pride and Prejudice,Jane Austen,1342,99,Guarani,grn,4.5,3.536
Critique of Pure Reason,Immanuel Kant,4280,59,Tigrinya,tir,7.5,3.512
Leviathan,Thomas Hobbes,3207,59,Tigrinya,tir,7.5,3.512
Treasure Island,Robert Louis Stevenson,120,85,Lao,lao,5.2,3.508
Treasure Island,Robert Louis Stevenson,120,85,Norwegian,nor,5.2,3.508
Treasure Island,Robert Louis Stevenson,120,85,Mongolian,mon,5.2,3.508
Treasure Island,Robert Louis Stevenson,120,85,Tatar,tat,5.2,3.508
A Journey to the Centre of the Earth,Jules Verne,18857,64,Kashmiri,kas,6.9,3.505
Robinson Crusoe,Daniel Defoe,12623,98,Tswana,tsn,4.5,3.5
Robinson Crusoe,Daniel Defoe,12623,98,Guarani,grn,4.5,3.5
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Croatian,hrv,7.0,3.5
United States Bill of Rights,,2,63,Croatian,hrv,7.0,3.5
The Call of the Wild,Jack London,215,53,Shona,sna,8.3,3.491
The Great Gatsby,F. Scott Fitzgerald,64317,84,Lao,lao,5.2,3.467
The Great Gatsby,F. Scott Fitzgerald,64317,84,Norwegian,nor,5.2,3.467
The Great Gatsby,F. Scott Fitzgerald,64317,84,Mongolian,mon,5.2,3.467
The Great Gatsby,F. Scott Fitzgerald,64317,84,Tatar,tat,5.2,3.467
A Tale of Two Cities,Charles Dickens,98,65,Armenian,arm,6.7,3.456
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Kashmiri,kas,6.9,3.45
United States Bill of Rights,,2,63,Kashmiri,kas,6.9,3.45
The Call of the Wild,Jack London,215,53,Xhosa,xho,8.2,3.449
Oliver Twist,Charles Dickens,56586,83,Lao,lao,5.2,3.425
Oliver Twist,Charles Dickens,56586,83,Norwegian,nor,5.2,3.425
Oliver Twist,Charles Dickens,56586,83,Mongolian,mon,5.2,3.425
Oliver Twist,Charles Dickens,56586,83,Tatar,tat,5.2,3.425
Ulysses,James Joyce,4300,83,Lao,lao,5.2,3.425
Ulysses,James Joyce,4300,83,Norwegian,nor,5.2,3.425
Ulysses,James Joyce,4300,83,Mongolian,mon,5.2,3.425
Ulysses,James Joyce,4300,83,Tatar,tat,5.2,3.425
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Shona,sna,8.3,3.425
The Last of the Mohicans,James Fenimore Cooper,940,52,Shona,sna,8.3,3.425
Little Women,Louisa May Alcott,514,52,Shona,sna,8.3,3.425
A Tale of Two Cities,Charles Dickens,98,65,Gikuyu,kik,6.6,3.405
A Journey to the Centre of the Earth,Jules Verne,18857,64,Armenian,arm,6.7,3.403
Great Expectations,Charles Dickens,1400,69,Albanian,alb,6.2,3.395
The Jungle Book,,236,69,Albanian,alb,6.2,3.395
A Study in Scarlet,Arthur Conan Doyle,244,61,Croatian,hrv,7.0,3.389
Through the Looking-Glass,Lewis Carroll,12,61,Croatian,hrv,7.0,3.389
The Picture of Dorian Gray,Oscar Wilde,4078,82,Lao,lao,5.2,3.384
The Picture of Dorian Gray,Oscar Wilde,4078,82,Norwegian,nor,5.2,3.384
The Picture of Dorian Gray,Oscar Wilde,4078,82,Mongolian,mon,5.2,3.384
The Picture of Dorian Gray,Oscar Wilde,4078,82,Tatar,tat,5.2,3.384
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Xhosa,xho,8.2,3.384
The Last of the Mohicans,James Fenimore Cooper,940,52,Xhosa,xho,8.2,3.384
Little Women,Louisa May Alcott,514,52,Xhosa,xho,8.2,3.384
Pride and Prejudice,Jane Austen,1342,99,Nynorsk,nno,4.3,3.379
Sense and Sensibility,Jane Austen,161,56,Belarusian,bel,7.6,3.378
Treasure Island,Robert Louis Stevenson,120,85,Kongo,kon,5.0,3.373
A Journey to the Centre of the Earth,Jules Verne,18857,64,Gikuyu,kik,6.6,3.352
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Armenian,arm,6.7,3.35
United States Bill of Rights,,2,63,Armenian,arm,6.7,3.35
The Merchant of Venice,William Shakespeare,2243,68,Albanian,alb,6.2,3.346
Robinson Crusoe,Daniel Defoe,12623,98,Nynorsk,nno,4.3,3.344
A Study in Scarlet,Arthur Conan Doyle,244,61,Kashmiri,kas,6.9,3.34
Through the Looking-Glass,Lewis Carroll,12,61,Kashmiri,kas,6.9,3.34
The Great Gatsby,F. Scott Fitzgerald,64317,84,Kongo,kon,5.0,3.333
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Croatian,hrv,7.0,3.333
Sense and Sensibility,Jane Austen,161,56,Tigrinya,tir,7.5,3.333
Pride and Prejudice,Jane Austen,1342,99,Bambara,bam,4.2,3.3
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Gikuyu,kik,6.6,3.3
United States Bill of Rights,,2,63,Gikuyu,kik,6.6,3.3
Oliver Twist,Charles Dickens,56586,83,Kongo,kon,5.0,3.294
Ulysses,James Joyce,4300,83,Kongo,kon,5.0,3.294
Great Expectations,Charles Dickens,1400,69,Danish,dan,6.0,3.286
Great Expectations,Charles Dickens,1400,69,Slovak,slk,6.0,3.286
Great Expectations,Charles Dickens,1400,69,Sesotho,sot,6.0,3.286
The Jungle Book,,236,69,Danish,dan,6.0,3.286
The Jungle Book,,236,69,Slovak,slk,6.0,3.286
The Jungle Book,,236,69,Sesotho,sot,6.0,3.286
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Kashmiri,kas,6.9,3.286
Critique of Pure Reason,Immanuel Kant,4280,59,Croatian,hrv,7.0,3.278
Leviathan,Thomas Hobbes,3207,59,Croatian,hrv,7.0,3.278
Robinson Crusoe,Daniel Defoe,12623,98,Bambara,bam,4.2,3.267
The Great Gatsby,F. Scott Fitzgerald,64317,84,Catalan,cat,4.9,3.267
The Picture of Dorian Gray,Oscar Wilde,4078,82,Kongo,kon,5.0,3.254
A Study in Scarlet,Arthur Conan Doyle,244,61,Armenian,arm,6.7,3.244
Through the Looking-Glass,Lewis Carroll,12,61,Armenian,arm,6.7,3.244
The Merchant of Venice,William Shakespeare,2243,68,Sesotho,sot,6.0,3.238
David Copperfield,Charles Dickens,766,68,Danish,dan,6.0,3.238
David Copperfield,Charles Dickens,766,68,Slovak,slk,6.0,3.238
David Copperfield,Charles Dickens,766,68,Sesotho,sot,6.0,3.238
Critique of Pure Reason,Immanuel Kant,4280,59,Kashmiri,kas,6.9,3.231
Leviathan,Thomas Hobbes,3207,59,Kashmiri,kas,6.9,3.231
Oliver Twist,Charles Dickens,56586,83,Catalan,cat,4.9,3.228
Ulysses,James Joyce,4300,83,Catalan,cat,4.9,3.228
Pride and Prejudice,Jane Austen,1342,99,Luganda,lug,4.1,3.221
Dracula,Bram Stoker,345,75,Finnish,fin,5.4,3.214
A Tale of Two Cities,Charles Dickens,98,65,Albanian,alb,6.2,3.198
The Call of the Wild,Jack London,215,53,Belarusian,bel,7.6,3.197
A Study in Scarlet,Arthur Conan Doyle,244,61,Gikuyu,kik,6.6,3.195
Through the Looking-Glass,Lewis Carroll,12,61,Gikuyu,kik,6.6,3.195
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Armenian,arm,6.7,3.19
Robinson Crusoe,Daniel Defoe,12623,98,Luganda,lug,4.1,3.189
The Picture of Dorian Gray,Oscar Wilde,4078,82,Catalan,cat,4.9,3.189
The Call of the Wild,Jack London,215,53,Tigrinya,tir,7.5,3.155
A Journey to the Centre of the Earth,Jules Verne,18857,64,Albanian,alb,6.2,3.149
Pride and Prejudice,Jane Austen,1342,99,Aymara,aym,4.0,3.143
Pride and Prejudice,Jane Austen,1342,99,Lithuanian,lit,4.0,3.143
Pride and Prejudice,Jane Austen,1342,99,Bokmål,nob,4.0,3.143
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,43,60,Gikuyu,kik,6.6,3.143
The Adventures of Tom Sawyer,Mark Twain,74,76,Lao,lao,5.2,3.137
The Adventures of Tom Sawyer,Mark Twain,74,76,Norwegian,nor,5.2,3.137
The Adventures of Tom Sawyer,Mark Twain,74,76,Mongolian,mon,5.2,3.137
The Adventures of Tom Sawyer,Mark Twain,74,76,Tatar,tat,5.2,3.137
Critique of Pure Reason,Immanuel Kant,4280,59,Armenian,arm,6.7,3.137
Leviathan,Thomas Hobbes,3207,59,Armenian,arm,6.7,3.137
The Adventures of Sherlock Holmes,Arthur Conan Doyle,1661,52,Belarusian,bel,7.6,3.137
The Last of the Mohicans,James Fenimore Cooper,940,52,Belarusian,bel,7.6,3.137
Little Women,Louisa May Alcott,514,52,Belarusian,bel,7.6,3.137
Robinson Crusoe,Daniel Defoe,12623,98,Aymara,aym,4.0,3.111
Robinson Crusoe,Daniel Defoe,12623,98,Lithuanian,lit,4.0,3.111
Robinson Crusoe,Daniel Defoe,12623,98,Bokmål,nob,4.0,3.111
Sense and Sensibility,Jane Austen,161,56,Croatian,hrv,7.0,3.111
Treasure Island,Robert Louis Stevenson,120,85,Sango,sag,4.6,3.103
Treasure Island,Robert Louis Stevenson,120,85,Kyrgyz,kir,4.6,3.103
The Hound of the Baskervilles,Arthur Conan Doyle,3070,63,Albanian,alb,6.2,3.1
United States Bill of Rights,,2,63,Albanian,alb,6.2,3.1
A Christmas Carol,Charles Dickens,46,75,Lao,lao,5.2,3.095
A Christmas Carol,Charles Dickens,46,75,Norwegian,nor,5.2,3.095
A Christmas Carol,Charles Dickens,46,75,Mongolian,mon,5.2,3.095
A Christmas Carol,Charles Dickens,46,75,Tatar,tat,5.2,3.095
